Ticker,Company,Index Fund,Currency,Currency_Name,Last Update
WEC,WEC Energy Group,US S&P 500,USD,US Dollar,
WFC,Wells Fargo,US S&P 500,USD,US Dollar,
WELL,Welltower,US S&P 500,USD,US Dollar,
WST,West Pharmaceutical Services,US S&P 500,USD,US Dollar,
WDC,Western Digital,US S&P 500,USD,US Dollar,
WRK,WestRock,US S&P 500,USD,US Dollar,
WY,Weyerhaeuser,US S&P 500,USD,US Dollar,
WHR,Whirlpool Corporation,US S&P 500,USD,US Dollar,
WMB,Williams Companies,US S&P 500,USD,US Dollar,
WTW,Willis Towers Watson,US S&P 500,USD,US Dollar,
GWW,W. W. Grainger,US S&P 500,USD,US Dollar,
WYNN,Wynn Resorts,US S&P 500,USD,US Dollar,
XEL,Xcel Energy,US S&P 500,USD,US Dollar,
XYL,Xylem Inc.,US S&P 500,USD,US Dollar,
YUM,Yum! Brands,US S&P 500,USD,US Dollar,
ZBRA,Zebra Technologies,US S&P 500,USD,US Dollar,
ZBH,Zimmer Biomet,US S&P 500,USD,US Dollar,
ZION,Zions Bancorporation,US S&P 500,USD,US Dollar,
ZTS,Zoetis,US S&P 500,USD,US Dollar,
ATVI,Activision Blizzard,US NASDAQ 100,USD,US Dollar,
ADBE,Adobe Inc.,US NASDAQ 100,USD,US Dollar,
ADP,ADP,US NASDAQ 100,USD,US Dollar,
ABNB,Airbnb,US NASDAQ 100,USD,US Dollar,
ALGN,Align Technology,US NASDAQ 100,USD,US Dollar,
GOOGL,Alphabet Inc. (Class A),US NASDAQ 100,USD,US Dollar,
GOOG,Alphabet Inc. (Class C),US NASDAQ 100,USD,US Dollar,
AMZN,Amazon,US NASDAQ 100,USD,US Dollar,
AMD,AMD,US NASDAQ 100,USD,US Dollar,
AEP,American Electric Power,US NASDAQ 100,USD,US Dollar,
AMGN,Amgen,US NASDAQ 100,USD,US Dollar,
ADI,Analog Devices,US NASDAQ 100,USD,US Dollar,
ANSS,Ansys,US NASDAQ 100,USD,US Dollar,
AAPL,Apple Inc.,US NASDAQ 100,USD,US Dollar,
AMAT,Applied Materials,US NASDAQ 100,USD,US Dollar,
ASML,ASML Holding,US NASDAQ 100,USD,US Dollar,
AZN,AstraZeneca,US NASDAQ 100,USD,US Dollar,
TEAM,Atlassian,US NASDAQ 100,USD,US Dollar,
ADSK,Autodesk,US NASDAQ 100,USD,US Dollar,
BIDU,Baidu,US NASDAQ 100,USD,US Dollar,
BIIB,Biogen,US NASDAQ 100,USD,US Dollar,
BKNG,Booking Holdings,US NASDAQ 100,USD,US Dollar,
AVGO,Broadcom Inc.,US NASDAQ 100,USD,US Dollar,
CDNS,Cadence Design Systems,US NASDAQ 100,USD,US Dollar,
CHTR,Charter Communications,US NASDAQ 100,USD,US Dollar,
CTAS,Cintas,US NASDAQ 100,USD,US Dollar,
CSCO,Cisco,US NASDAQ 100,USD,US Dollar,
CTSH,Cognizant,US NASDAQ 100,USD,US Dollar,
CMCSA,Comcast,US NASDAQ 100,USD,US Dollar,
CEG,Constellation Energy,US NASDAQ 100,USD,US Dollar,
CPRT,Copart,US NASDAQ 100,USD,US Dollar,
COST,Costco,US NASDAQ 100,USD,US Dollar,
CRWD,CrowdStrike,US NASDAQ 100,USD,US Dollar,
CSX,CSX Corporation,US NASDAQ 100,USD,US Dollar,
DDOG,Datadog,US NASDAQ 100,USD,US Dollar,
DXCM,DexCom,US NASDAQ 100,USD,US Dollar,
DOCU,DocuSign,US NASDAQ 100,USD,US Dollar,
DLTR,Dollar Tree,US NASDAQ 100,USD,US Dollar,
EBAY,eBay,US NASDAQ 100,USD,US Dollar,
EA,Electronic Arts,US NASDAQ 100,USD,US Dollar,
EXC,Exelon,US NASDAQ 100,USD,US Dollar,
FAST,Fastenal,US NASDAQ 100,USD,US Dollar,
FISV,Fiserv,US NASDAQ 100,USD,US Dollar,
FTNT,Fortinet,US NASDAQ 100,USD,US Dollar,
GILD,Gilead Sciences,US NASDAQ 100,USD,US Dollar,
HON,Honeywell,US NASDAQ 100,USD,US Dollar,
IDXX,Idexx Laboratories,US NASDAQ 100,USD,US Dollar,
ILMN,"Illumina, Inc.",US NASDAQ 100,USD,US Dollar,
INTC,Intel,US NASDAQ 100,USD,US Dollar,
INTU,Intuit,US NASDAQ 100,USD,US Dollar,
ISRG,Intuitive Surgical,US NASDAQ 100,USD,US Dollar,
JD,JD.com,US NASDAQ 100,USD,US Dollar,
KDP,Keurig Dr Pepper,US NASDAQ 100,USD,US Dollar,
KLAC,KLA Corporation,US NASDAQ 100,USD,US Dollar,
KHC,Kraft Heinz,US NASDAQ 100,USD,US Dollar,
LRCX,Lam Research,US NASDAQ 100,USD,US Dollar,
LCID,Lucid Motors,US NASDAQ 100,USD,US Dollar,
LULU,Lululemon,US NASDAQ 100,USD,US Dollar,
MAR,Marriott International,US NASDAQ 100,USD,US Dollar,
MRVL,Marvell Technology,US NASDAQ 100,USD,US Dollar,
MTCH,Match Group,US NASDAQ 100,USD,US Dollar,
MELI,MercadoLibre,US NASDAQ 100,USD,US Dollar,
META,Meta Platforms,US NASDAQ 100,USD,US Dollar,
MCHP,Microchip Technology,US NASDAQ 100,USD,US Dollar,
MU,Micron Technology,US NASDAQ 100,USD,US Dollar,
MSFT,Microsoft,US NASDAQ 100,USD,US Dollar,
MRNA,Moderna,US NASDAQ 100,USD,US Dollar,
MDLZ,Mondelēz International,US NASDAQ 100,USD,US Dollar,
MNST,Monster Beverage,US NASDAQ 100,USD,US Dollar,
NTES,NetEase,US NASDAQ 100,USD,US Dollar,
NFLX,Netflix,US NASDAQ 100,USD,US Dollar,
NVDA,Nvidia,US NASDAQ 100,USD,US Dollar,
NXPI,NXP,US NASDAQ 100,USD,US Dollar,
ORLY,O'Reilly Automotive,US NASDAQ 100,USD,US Dollar,
OKTA,"Okta, Inc.",US NASDAQ 100,USD,US Dollar,
ODFL,Old Dominion Freight Line,US NASDAQ 100,USD,US Dollar,
PCAR,Paccar,US NASDAQ 100,USD,US Dollar,
PANW,Palo Alto Networks,US NASDAQ 100,USD,US Dollar,
PAYX,Paychex,US NASDAQ 100,USD,US Dollar,
PYPL,PayPal,US NASDAQ 100,USD,US Dollar,
PEP,PepsiCo,US NASDAQ 100,USD,US Dollar,
PDD,Pinduoduo,US NASDAQ 100,USD,US Dollar,
QCOM,Qualcomm,US NASDAQ 100,USD,US Dollar,
REGN,Regeneron,US NASDAQ 100,USD,US Dollar,
ROST,Ross Stores,US NASDAQ 100,USD,US Dollar,
SGEN,Seagen,US NASDAQ 100,USD,US Dollar,
SIRI,Sirius XM,US NASDAQ 100,USD,US Dollar,
SWKS,Skyworks Solutions,US NASDAQ 100,USD,US Dollar,
SPLK,Splunk,US NASDAQ 100,USD,US Dollar,
SBUX,Starbucks,US NASDAQ 100,USD,US Dollar,
SNPS,Synopsys,US NASDAQ 100,USD,US Dollar,
TMUS,T-Mobile US,US NASDAQ 100,USD,US Dollar,
TSLA,"Tesla, Inc.",US NASDAQ 100,USD,US Dollar,
TXN,Texas Instruments,US NASDAQ 100,USD,US Dollar,
VRSN,Verisign,US NASDAQ 100,USD,US Dollar,
VRSK,Verisk,US NASDAQ 100,USD,US Dollar,
VRTX,Vertex Pharmaceuticals,US NASDAQ 100,USD,US Dollar,
WBA,Walgreens Boots Alliance,US NASDAQ 100,USD,US Dollar,
WDAY,"Workday, Inc.",US NASDAQ 100,USD,US Dollar,
XEL,Xcel Energy,US NASDAQ 100,USD,US Dollar,
ZM,Zoom Video Communications,US NASDAQ 100,USD,US Dollar,
ZS,Zscaler,US NASDAQ 100,USD,US Dollar,
MMM,3M,US Dow Jones,USD,US Dollar,
AXP,American Express,US Dow Jones,USD,US Dollar,
AMGN,Amgen,US Dow Jones,USD,US Dollar,
AAPL,Apple,US Dow Jones,USD,US Dollar,
BA,Boeing,US Dow Jones,USD,US Dollar,
CAT,Caterpillar,US Dow Jones,USD,US Dollar,
CVX,Chevron,US Dow Jones,USD,US Dollar,
CSCO,Cisco,US Dow Jones,USD,US Dollar,
KO,Coca-Cola,US Dow Jones,USD,US Dollar,
DIS,Disney,US Dow Jones,USD,US Dollar,
DOW,Dow,US Dow Jones,USD,US Dollar,
GS,Goldman Sachs,US Dow Jones,USD,US Dollar,
HD,Home Depot,US Dow Jones,USD,US Dollar,
HON,Honeywell,US Dow Jones,USD,US Dollar,
IBM,IBM,US Dow Jones,USD,US Dollar,
INTC,Intel,US Dow Jones,USD,US Dollar,
JNJ,Johnson & Johnson,US Dow Jones,USD,US Dollar,
JPM,JPMorgan Chase,US Dow Jones,USD,US Dollar,
MCD,McDonald's,US Dow Jones,USD,US Dollar,
MRK,Merck,US Dow Jones,USD,US Dollar,
MSFT,Microsoft,US Dow Jones,USD,US Dollar,
NKE,Nike,US Dow Jones,USD,US Dollar,
PG,Procter & Gamble,US Dow Jones,USD,US Dollar,
CRM,Salesforce,US Dow Jones,USD,US Dollar,
TRV,Travelers,US Dow Jones,USD,US Dollar,
UNH,UnitedHealth,US Dow Jones,USD,US Dollar,
VZ,Verizon,US Dow Jones,USD,US Dollar,
V,Visa,US Dow Jones,USD,US Dollar,
WBA,Walgreens Boots Alliance,US Dow Jones,USD,US Dollar,
WMT,Walmart,US Dow Jones,USD,US Dollar,
ASIANPAINT.BO,Asian Paints,Indian S&P BSE SENSEX,INR,Indian Rupee,
AXISBANK.BO,Axis Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJAJ-AUTO.BO,Bajaj Auto,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJFINANCE.BO,Bajaj Finance,Indian S&P BSE SENSEX,INR,Indian Rupee,
BAJAJFINSV.BO,Bajaj Finserv,Indian S&P BSE SENSEX,INR,Indian Rupee,
BHARTIARTL.BO,Bharti Airtel,Indian S&P BSE SENSEX,INR,Indian Rupee,
DRREDDY.BO,Dr Reddy's Laboratories,Indian S&P BSE SENSEX,INR,Indian Rupee,
HCLTECH.BO,HCL Technologies,Indian S&P BSE SENSEX,INR,Indian Rupee,
HDFC.BO,HDFC,Indian S&P BSE SENSEX,INR,Indian Rupee,
HDFCBANK.BO,HDFC Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
HINDUNILVR.BO,Hindustan Unilever Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
ICICIBANK.BO,ICICI Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
INDUSINDBK.BO,IndusInd Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
INFY.BO,Infosys,Indian S&P BSE SENSEX,INR,Indian Rupee,
ITC.BO,ITC Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
KOTAKBANK.BO,Kotak Mahindra Bank,Indian S&P BSE SENSEX,INR,Indian Rupee,
LT.BO,Larsen & Toubro,Indian S&P BSE SENSEX,INR,Indian Rupee,
M&M.BO,Mahindra & Mahindra,Indian S&P BSE SENSEX,INR,Indian Rupee,
MARUTI.BO,Maruti Suzuki,Indian S&P BSE SENSEX,INR,Indian Rupee,
NESTLEIND.BO,Nestlé India,Indian S&P BSE SENSEX,INR,Indian Rupee,
NTPC.BO,NTPC,Indian S&P BSE SENSEX,INR,Indian Rupee,
ONGC.BO,Oil and Natural Gas Corporation,Indian S&P BSE SENSEX,INR,Indian Rupee,
POWERGRID.BO,Power Grid Corporation of India,Indian S&P BSE SENSEX,INR,Indian Rupee,
RELIANCE.BO,Reliance Industries Limited,Indian S&P BSE SENSEX,INR,Indian Rupee,
SBIN.BO,State Bank of India,Indian S&P BSE SENSEX,INR,Indian Rupee,
SUNPHARMA.BO,Sun Pharma,Indian S&P BSE SENSEX,INR,Indian Rupee,
TCS.BO,Tata Consultancy Services,Indian S&P BSE SENSEX,INR,Indian Rupee,
TECHM.BO,Tech Mahindra,Indian S&P BSE SENSEX,INR,Indian Rupee,
TITAN.BO,Titan Company,Indian S&P BSE SENSEX,INR,Indian Rupee,
ULTRACEMCO.BO,UltraTech Cement,Indian S&P BSE SENSEX,INR,Indian Rupee,
ADANIPORTS.NS,Adani Ports,Indian Nifty 50,INR,Indian Rupee,
APOLLOHOSP.NS,Apollo Hospitals,Indian Nifty 50,INR,Indian Rupee,
ASIANPAINT.NS,Asian Paints,Indian Nifty 50,INR,Indian Rupee,
AXISBANK.NS,Axis Bank,Indian Nifty 50,INR,Indian Rupee,
BAJAJ-AUTO.NS,Bajaj Auto,Indian Nifty 50,INR,Indian Rupee,
BAJFINANCE.NS,Bajaj Finance,Indian Nifty 50,INR,Indian Rupee,
BAJAJFINSV.NS,Bajaj Finserv,Indian Nifty 50,INR,Indian Rupee,
BHARTIARTL.NS,Bharti Airtel,Indian Nifty 50,INR,Indian Rupee,
BPCL.NS,Bharat Petroleum,Indian Nifty 50,INR,Indian Rupee,
BRITANNIA.NS,Britannia Industries,Indian Nifty 50,INR,Indian Rupee,
CIPLA.NS,Cipla,Indian Nifty 50,INR,Indian Rupee,
COALINDIA.NS,Coal India,Indian Nifty 50,INR,Indian Rupee,
DIVISLAB.NS,Divi's Laboratories,Indian Nifty 50,INR,Indian Rupee,
DRREDDY.NS,Dr. Reddy's Laboratories,Indian Nifty 50,INR,Indian Rupee,
EICHERMOT.NS,Eicher Motors,Indian Nifty 50,INR,Indian Rupee,
GRASIM.NS,Grasim Industries,Indian Nifty 50,INR,Indian Rupee,
HCLTECH.NS,HCL Technologies,Indian Nifty 50,INR,Indian Rupee,
HDFC.NS,HDFC,Indian Nifty 50,INR,Indian Rupee,
HDFCBANK.NS,HDFC Bank,Indian Nifty 50,INR,Indian Rupee,
HDFCLIFE.NS,HDFC Life,Indian Nifty 50,INR,Indian Rupee,
HEROMOTOCO.NS,Hero MotoCorp,Indian Nifty 50,INR,Indian Rupee,
HINDALCO.NS,Hindalco Industries,Indian Nifty 50,INR,Indian Rupee,
HINDUNILVR.NS,Hindustan Unilever,Indian Nifty 50,INR,Indian Rupee,
ICICIBANK.NS,ICICI Bank,Indian Nifty 50,INR,Indian Rupee,
INDUSINDBK.NS,IndusInd Bank,Indian Nifty 50,INR,Indian Rupee,
INFY.NS,Infosys,Indian Nifty 50,INR,Indian Rupee,
ITC.NS,ITC Limited,Indian Nifty 50,INR,Indian Rupee,
JSWSTEEL.NS,JSW Steel,Indian Nifty 50,INR,Indian Rupee,
KOTAKBANK.NS,Kotak Mahindra Bank,Indian Nifty 50,INR,Indian Rupee,
LT.NS,Larsen & Toubro,Indian Nifty 50,INR,Indian Rupee,
M&M.NS,Mahindra & Mahindra,Indian Nifty 50,INR,Indian Rupee,
MARUTI.NS,Maruti Suzuki,Indian Nifty 50,INR,Indian Rupee,
NESTLEIND.NS,Nestlé India,Indian Nifty 50,INR,Indian Rupee,
NTPC.NS,NTPC,Indian Nifty 50,INR,Indian Rupee,
ONGC.NS,Oil and Natural Gas Corporation,Indian Nifty 50,INR,Indian Rupee,
POWERGRID.NS,Power Grid Corporation of India,Indian Nifty 50,INR,Indian Rupee,
RELIANCE.NS,Reliance Industries,Indian Nifty 50,INR,Indian Rupee,
SBIN.NS,State Bank of India,Indian Nifty 50,INR,Indian Rupee,
SBILIFE.NS,SBI Life Insurance Company,Indian Nifty 50,INR,Indian Rupee,
SHREECEM.NS,Shree Cements,Indian Nifty 50,INR,Indian Rupee,
SUNPHARMA.NS,Sun Pharmaceutical,Indian Nifty 50,INR,Indian Rupee,
TATAMOTORS.NS,Tata Motors,Indian Nifty 50,INR,Indian Rupee,
TATASTEEL.NS,Tata Steel,Indian Nifty 50,INR,Indian Rupee,
TCS.NS,Tata Consultancy Services,Indian Nifty 50,INR,Indian Rupee,
TATACONSUM.NS,Tata Consumer Products,Indian Nifty 50,INR,Indian Rupee,
TECHM.NS,Tech Mahindra,Indian Nifty 50,INR,Indian Rupee,
TITAN.NS,Titan Company,Indian Nifty 50,INR,Indian Rupee,
ULTRACEMCO.NS,UltraTech Cement,Indian Nifty 50,INR,Indian Rupee,
UPL.NS,United Phosphorus Limited,Indian Nifty 50,INR,Indian Rupee,
WIPRO.NS,Wipro,Indian Nifty 50,INR,Indian Rupee,
